Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,team,season
"Saturday, Jun 1",PIT,@,TOR,W,8.0,1.0,9.0,27-31,4.0,8.0,Keller,Kikuchi,Ortiz,2:28,D,36484.0,.66,1,,PIT,2024
"Sunday, Jun 2",PIT,@,TOR,L,4.0,5.0,9.0,27-32,4.0,9.0,Bassitt,Priester,García,2:57,D,34887.0,.72,-1,,PIT,2024
"Tuesday, Jun 4",PIT,Home,LAD,W,1.0,0.0,9.0,28-32,4.0,7.5,Jones,Glasnow,Bednar,2:21,N,24168.0,.73,1,,PIT,2024
"Wednesday, Jun 5",PIT,Home,LAD,W,10.0,6.0,9.0,29-32,4.0,6.5,Skenes,Paxton,None,2:45,N,29716.0,.79,2,,PIT,2024
"Thursday, Jun 6",PIT,Home,LAD,L,7.0,11.0,9.0,29-33,5.0,7.0,Grove,Falter,None,3:08,N,22752.0,.84,-1,,PIT,2024
"Friday, Jun 7",PIT,Home,MIN,W,3.0,0.0,9.0,30-33,5.0,7.0,Keller,Ryan,Bednar,2:17,N,19552.0,.70,1,,PIT,2024
"Saturday, Jun 8",PIT,Home,MIN,W,4.0,0.0,9.0,31-33,3.0,7.0,Stratton,Woods Richardson,None,2:32,D,29700.0,.71,2,,PIT,2024
"Sunday, Jun 9",PIT,Home,MIN,L,5.0,11.0,10.0,31-34,5.0,7.0,Duran,Heller,None,3:24,D,24463.0,.75,-1,,PIT,2024
"Tuesday, Jun 11",PIT,@,STL,W,2.0,1.0,9.0,32-34,2.0,6.5,Holderman,Helsley,Bednar,2:28,N,34278.0,.79,1,,PIT,2024
"Wednesday, Jun 12",PIT,@,STL,L,2.0,4.0,9.0,32-35,5.0,7.5,Gray,Falter,Helsley,2:12,N,36608.0,.88,-1,,PIT,2024
"Thursday, Jun 13",PIT,@,STL,L,3.0,4.0,9.0,32-36,5.0,8.0,Roycroft,Keller,Kittredge,2:31,D,33398.0,.83,-2,,PIT,2024
"Friday, Jun 14",PIT,@,COL,W,5.0,2.0,9.0,33-36,4.0,7.0,Ortiz,Feltner,None,2:34,N,31717.0,.70,1,,PIT,2024
"Saturday, Jun 15",PIT,@,COL,L,4.0,16.0,9.0,33-37,5.0,8.0,Blach,Jones,None,2:43,N,40033.0,.73,-1,,PIT,2024
"Sunday, Jun 16",PIT,@,COL,W,8.0,2.0,9.0,34-37,3.0,8.0,Mlodzinski,Hudson,None,2:45,D,40422.0,.72,1,,PIT,2024
"Monday, Jun 17",PIT,Home,CIN,W,4.0,1.0,9.0,35-37,3.0,7.0,Skenes,Spiers,Bednar,2:24,N,19951.0,.80,2,,PIT,2024
"Tuesday, Jun 18",PIT,Home,CIN,L,1.0,2.0,9.0,35-38,3.0,8.0,Lodolo,Falter,Díaz,2:06,N,16880.0,.83,-1,,PIT,2024
"Wednesday, Jun 19",PIT,Home,CIN,W,1.0,0.0,9.0,36-38,3.0,8.0,Holderman,Martinez,Bednar,2:08,D,21527.0,.77,1,,PIT,2024
"Friday, Jun 21",PIT,Home,TBR,L,3.0,10.0,9.0,36-39,3.0,7.5,Poche,Mlodzinski,None,2:45,N,26600.0,.78,-1,,PIT,2024
"Saturday, Jun 22",PIT,Home,TBR,W,4.0,3.0,9.0,37-39,3.0,6.5,Jones,Eflin,Chapman,2:07,D,33040.0,.72,1,,PIT,2024
"Sunday, Jun 23",PIT,Home,TBR,L,1.0,3.0,9.0,37-40,3.0,7.5,Kelly,Holderman,Fairbanks,2:22,D,29026.0,.75,-1,,PIT,2024
"Monday, Jun 24",PIT,@,CIN,L,5.0,11.0,9.0,37-41,3.0,8.5,Spiers,Falter,None,2:49,N,20077.0,.73,-2,,PIT,2024
"Tuesday, Jun 25",PIT,@,CIN,W,9.0,5.0,9.0,38-41,3.0,8.5,Keller,Greene,None,2:45,N,25562.0,.65,1,,PIT,2024
"Wednesday, Jun 26",PIT,@,CIN,W,6.0,1.0,9.0,39-41,3.0,8.5,Ortiz,Ashcraft,None,2:18,D,22450.0,.70,2,,PIT,2024
"Friday, Jun 28",PIT,@,ATL,L,1.0,6.0,9.0,39-42,3.0,9.5,Morton,Pérez,None,2:39,N,42155.0,.79,-1,,PIT,2024
"Saturday, Jun 29",PIT,@,ATL,L-wo,1.0,2.0,10.0,39-43,3.0,9.5,Hernández,Nicolas,None,2:58,D,40864.0,.70,-2,,PIT,2024
"Sunday, Jun 30",PIT,@,ATL,W,4.0,2.0,9.0,40-43,3.0,9.5,Falter,Schwellenbach,Chapman,2:31,D,36679.0,.72,1,,PIT,2024
"Tuesday, Jul 2",PIT,Home,STL,L,4.0,7.0,9.0,40-44,3.0,10.0,Gibson,Keller,Helsley,2:34,N,17701.0,.73,-1,,PIT,2024
"Wednesday, Jul 3",PIT,Home,STL,W-wo,5.0,4.0,10.0,41-44,3.0,10.0,Chapman,Kittredge,None,2:48,N,20237.0,.67,1,,PIT,2024
"Thursday, Jul 4",PIT,Home,STL,L,2.0,3.0,10.0,41-45,4.0,10.0,King,Santana,None,2:52,D,20990.0,.71,-1,,PIT,2024
"Friday, Jul 5",PIT,Home,NYM,W,14.0,2.0,9.0,42-45,3.0,9.0,Skenes,Severino,None,2:38,N,37037.0,.60,1,,PIT,2024
"Saturday, Jul 6",PIT,Home,NYM,L,2.0,5.0,9.0,42-46,3.0,9.0,Buttó,Falter,Díaz,2:43,D,36009.0,.65,-1,,PIT,2024
"Sunday, Jul 7",PIT,Home,NYM,L,2.0,3.0,9.0,42-47,3.0,10.0,Díaz,Chapman,None,3:01,D,23147.0,.61,-2,,PIT,2024
"Monday, Jul 8",PIT,Home,NYM,W,8.0,2.0,9.0,43-47,3.0,9.5,Keller,Orze,None,2:22,D,16158.0,.56,1,,PIT,2024
"Tuesday, Jul 9",PIT,@,MIL,W,12.0,2.0,9.0,44-47,3.0,8.5,Priester,Rea,None,2:36,N,26422.0,.59,2,,PIT,2024
"Wednesday, Jul 10",PIT,@,MIL,L,0.0,9.0,9.0,44-48,3.0,9.5,Myers,Pérez,None,2:34,N,27294.0,.69,-1,,PIT,2024
"Thursday, Jul 11",PIT,@,MIL,W,1.0,0.0,9.0,45-48,3.0,8.5,Skenes,Civale,Chapman,2:20,D,36743.0,.63,1,,PIT,2024
"Friday, Jul 12",PIT,@,CHW,W,4.0,1.0,9.0,46-48,3.0,7.5,Gonzales,Cannon,Bednar,2:11,N,19548.0,.66,2,,PIT,2024
"Saturday, Jul 13",PIT,@,CHW,W,6.0,2.0,9.0,47-48,3.0,6.5,Nicolas,Flexen,None,2:39,D,20437.0,.74,3,,PIT,2024
"Sunday, Jul 14",PIT,@,CHW,W,9.0,4.0,9.0,48-48,3.0,6.5,Priester,Kuhl,None,2:47,D,16501.0,.81,4,,PIT,2024
"Friday, Jul 19",PIT,Home,PHI,W-wo,8.0,7.0,9.0,49-48,3.0,6.0,Mlodzinski,Alvarado,None,3:03,N,39530.0,.91,5,,PIT,2024
"Saturday, Jul 20",PIT,Home,PHI,W,4.0,1.0,9.0,50-48,3.0,6.0,Ortiz,Sánchez,None,2:15,N,39114.0,.99,6,,PIT,2024
"Sunday, Jul 21",PIT,Home,PHI,L,0.0,6.0,9.0,50-49,3.0,7.0,Phillips,Gonzales,None,2:41,D,38291.0,1.03,-1,,PIT,2024
"Monday, Jul 22",PIT,Home,STL,W,2.0,1.0,9.0,51-49,3.0,6.0,Chapman,King,Bednar,2:29,N,18970.0,1.05,1,,PIT,2024
"Tuesday, Jul 23",PIT,Home,STL,L,1.0,2.0,9.0,51-50,3.0,7.0,Fernandez,Skenes,Helsley,2:23,N,32422.0,1.11,-1,,PIT,2024
"Wednesday, Jul 24",PIT,Home,STL,W,5.0,0.0,9.0,52-50,3.0,7.0,Pérez,Liberatore,None,2:30,D,20091.0,.96,1,,PIT,2024
"Friday, Jul 26",PIT,@,ARI,L,3.0,4.0,9.0,52-51,3.0,7.0,Gallen,Mlodzinski,Sewald,2:36,N,31255.0,1.02,-1,,PIT,2024
"Saturday, Jul 27",PIT,@,ARI,L,5.0,9.0,9.0,52-52,3.0,7.0,Pfaadt,Priester,None,2:37,N,35905.0,.99,-2,,PIT,2024
"Sunday, Jul 28",PIT,@,ARI,W,6.0,5.0,10.0,53-52,3.0,7.0,Chapman,Martinez,None,2:57,D,27162.0,.90,1,,PIT,2024
"Monday, Jul 29",PIT,@,HOU,W,5.0,3.0,9.0,54-52,2.0,7.0,Chapman,Hader,Bednar,2:51,N,40522.0,.89,2,,PIT,2024
"Tuesday, Jul 30",PIT,@,HOU,W,6.0,2.0,9.0,55-52,2.0,6.0,Falter,Brown,None,2:47,N,37518.0,.97,3,,PIT,2024
"Wednesday, Jul 31",PIT,@,HOU,L,4.0,5.0,9.0,55-53,3.0,6.0,Valdez,Holderman,Hader,2:20,N,30038.0,1.06,-1,,PIT,2024
"Friday, Aug 2",PIT,Home,ARI,L,8.0,9.0,9.0,55-54,3.0,7.0,Floro,Holderman,Thompson,3:11,N,22834.0,1.09,-2,,PIT,2024
"Saturday, Aug 3",PIT,Home,ARI,W,4.0,2.0,9.0,56-54,3.0,6.0,Nicolas,Cecconi,Bednar,2:39,N,35515.0,.97,1,,PIT,2024
"Sunday, Aug 4",PIT,Home,ARI,L,5.0,6.0,9.0,56-55,3.0,6.0,Sewald,Holderman,Puk,3:03,D,32624.0,1.10,-1,,PIT,2024
"Tuesday, Aug 6",PIT,Home,SDP,L,0.0,6.0,9.0,56-56,3.0,7.0,Hoeing,Woodford,None,2:37,N,17814.0,.93,-2,,PIT,2024
"Wednesday, Aug 7",PIT,Home,SDP,L,8.0,9.0,10.0,56-57,3.0,8.0,Scott,Holderman,Morejón,3:56,N,21528.0,.81,-3,,PIT,2024
"Thursday, Aug 8",PIT,Home,SDP,L,6.0,7.0,9.0,56-58,3.0,9.0,Adam,Bednar,Suarez,3:01,D,19952.0,.59,-4,,PIT,2024
"Friday, Aug 9",PIT,@,LAD,L,5.0,9.0,9.0,56-59,4.0,10.0,Flaherty,Keller,None,2:42,N,48664.0,.45,-5,,PIT,2024
"Saturday, Aug 10",PIT,@,LAD,L,1.0,4.0,9.0,56-60,4.0,11.0,Kopech,Skenes,None,2:29,N,50697.0,.33,-6,,PIT,2024
"Sunday, Aug 11",PIT,@,LAD,L-wo,5.0,6.0,10.0,56-61,5.0,11.0,Phillips,Bednar,None,3:24,D,50389.0,.26,-7,,PIT,2024
"Monday, Aug 12",PIT,@,SDP,L,1.0,2.0,9.0,56-62,5.0,11.0,Estrada,Woodford,Suarez,2:25,N,45393.0,.25,-8,,PIT,2024
"Tuesday, Aug 13",PIT,@,SDP,L,0.0,3.0,9.0,56-63,5.0,11.0,King,Ortiz,Suarez,2:30,N,42949.0,.19,-9,,PIT,2024
"Wednesday, Aug 14",PIT,@,SDP,L,2.0,8.0,9.0,56-64,5.0,12.0,Pérez,Keller,None,2:25,D,39770.0,.15,-10,,PIT,2024
"Friday, Aug 16",PIT,Home,SEA,W,5.0,3.0,9.0,57-64,5.0,12.5,Skenes,Gilbert,Bednar,2:39,N,27058.0,.10,1,,PIT,2024
"Saturday, Aug 17",PIT,Home,SEA,W,7.0,2.0,9.0,58-64,5.0,12.5,Falter,Castillo,Bednar,2:48,D,23326.0,.12,2,,PIT,2024
"Sunday, Aug 18",PIT,Home,SEA,L,3.0,10.0,9.0,58-65,5.0,13.5,Kirby,Woodford,None,2:46,D,24903.0,.12,-1,,PIT,2024
"Monday, Aug 19",PIT,@,TEX,L,3.0,4.0,9.0,58-66,5.0,14.0,Ureña,Ortiz,Yates,2:09,N,28229.0,.10,-2,,PIT,2024
"Tuesday, Aug 20",PIT,@,TEX,W,4.0,0.0,9.0,59-66,5.0,14.0,Keller,Bradford,None,2:03,N,25074.0,.06,1,,PIT,2024
"Wednesday, Aug 21",PIT,@,TEX,L-wo,0.0,1.0,9.0,59-67,5.0,14.0,Yates,Bednar,None,2:28,D,28707.0,.06,-1,,PIT,2024
"Thursday, Aug 22",PIT,Home,CIN,W,7.0,0.0,9.0,60-67,5.0,13.0,Skenes,Lodolo,None,2:24,N,16635.0,.05,1,,PIT,2024
"Friday, Aug 23",PIT,Home,CIN,W,6.0,5.0,9.0,61-67,5.0,13.0,Santana,Wilson,Bednar,2:49,N,19941.0,.05,2,,PIT,2024
"Saturday, Aug 24",PIT,Home,CIN,L,2.0,10.0,9.0,61-68,5.0,14.0,Aguiar,Woodford,Kelly,2:28,N,38137.0,.06,-1,,PIT,2024
"Sunday, Aug 25",PIT,Home,CIN,W-wo,4.0,3.0,9.0,62-68,5.0,13.0,Chapman,Díaz,None,2:43,D,18653.0,.03,1,,PIT,2024
"Monday, Aug 26",PIT,Home,CHC,L,8.0,18.0,9.0,62-69,5.0,13.5,Taillon,Keller,None,3:13,N,11936.0,.06,-1,,PIT,2024
"Tuesday, Aug 27",PIT,Home,CHC,L,5.0,9.0,9.0,62-70,5.0,13.5,Steele,Jones,None,2:57,N,13619.0,.03,-2,,PIT,2024
"Wednesday, Aug 28",PIT,Home,CHC,L,10.0,14.0,9.0,62-71,5.0,14.5,Hodge,Bednar,None,3:37,D,12660.0,.01,-3,,PIT,2024
"Friday, Aug 30",PIT,@,CLE,L,8.0,10.0,9.0,62-72,5.0,16.5,Avila,Mlodzinski,Clase,2:46,N,32132.0,.00,-4,,PIT,2024
"Saturday, Aug 31",PIT,@,CLE,W,3.0,0.0,9.0,63-72,4.0,16.5,Ortiz,Boyd,Chapman,2:46,N,35747.0,.00,1,,PIT,2024
"Sunday, Sep 1",PIT,@,CLE,L,1.0,6.0,9.0,63-73,5.0,16.5,Cobb,Keller,None,2:14,D,33750.0,.00,-1,,PIT,2024
"Monday, Sep 2",PIT,@,CHC,W,5.0,3.0,9.0,64-73,5.0,16.5,Beeks,López,Santana,2:18,N,33583.0,.00,1,,PIT,2024
"Tuesday, Sep 3",PIT,@,CHC,W,5.0,0.0,9.0,65-73,5.0,15.5,Skenes,Hendricks,None,2:30,N,29450.0,.00,2,,PIT,2024
"Wednesday, Sep 4",PIT,@,CHC,L,0.0,12.0,9.0,65-74,5.0,15.5,Imanaga,Germán,None,2:10,N,30369.0,.00,-1,,PIT,2024
"Thursday, Sep 5",PIT,Home,WSN,W,9.0,4.0,9.0,66-74,5.0,15.0,Falter,Irvin,Chapman,2:47,N,10155.0,.00,1,,PIT,2024
"Saturday, Sep 7 (1)",PIT,Home,WSN,L,3.0,5.0,9.0,66-75,5.0,16.0,Herz,Ortiz,Finnegan,2:36,D,13687.0,.00,-1,,PIT,2024
"Saturday, Sep 7 (2)",PIT,Home,WSN,L,6.0,8.0,9.0,66-76,5.0,16.0,Garcia,Chapman,Finnegan,3:20,N,18937.0,.00,-2,,PIT,2024
"Sunday, Sep 8",PIT,Home,WSN,W,7.0,3.0,9.0,67-76,5.0,15.0,Jones,Corbin,None,2:09,D,12369.0,.00,1,,PIT,2024
"Monday, Sep 9",PIT,Home,MIA,W,3.0,2.0,9.0,68-76,5.0,14.5,Skenes,Bellozo,Chapman,2:31,N,10311.0,.00,2,,PIT,2024
"Tuesday, Sep 10",PIT,Home,MIA,W,6.0,4.0,9.0,69-76,5.0,14.5,Wentz,Oller,Chapman,2:39,N,10391.0,.00,3,,PIT,2024
"Wednesday, Sep 11",PIT,Home,MIA,W,3.0,1.0,9.0,70-76,5.0,13.5,Falter,Bermúdez,Beeks,2:30,D,10252.0,.00,4,,PIT,2024
"Friday, Sep 13",PIT,Home,KCR,L,3.0,8.0,9.0,70-77,5.0,15.0,Marsh,Ortiz,None,2:46,N,24748.0,.00,-1,,PIT,2024
"Saturday, Sep 14",PIT,Home,KCR,L,1.0,5.0,9.0,70-78,5.0,16.0,Wacha,Keller,None,2:49,D,15439.0,.00,-2,,PIT,2024
"Sunday, Sep 15",PIT,Home,KCR,W,4.0,3.0,9.0,71-78,5.0,15.0,Mlodzinski,Singer,Chapman,2:48,D,20078.0,.00,1,,PIT,2024
"Monday, Sep 16",PIT,@,STL,L,0.0,4.0,9.0,71-79,5.0,16.0,Pallante,Skenes,None,2:35,N,30138.0,.00,-1,,PIT,2024
"Tuesday, Sep 17",PIT,@,STL,L,1.0,3.0,9.0,71-80,5.0,16.0,Lynn,Falter,Helsley,2:23,N,30562.0,.00,-2,,PIT,2024
"Wednesday, Sep 18",PIT,@,STL,L,5.0,10.0,9.0,71-81,5.0,17.0,McGreevy,Bednar,None,2:45,N,30061.0,.00,-3,,PIT,2024
"Thursday, Sep 19",PIT,@,STL,W,3.0,2.0,9.0,72-81,5.0,16.0,Mlodzinski,Romero,Chapman,2:21,N,32194.0,.00,1,,PIT,2024
"Friday, Sep 20",PIT,@,CIN,L,3.0,8.0,9.0,72-82,5.0,16.0,Martinez,Keller,None,2:21,N,40541.0,.00,-1,,PIT,2024
"Saturday, Sep 21",PIT,@,CIN,L,1.0,7.0,9.0,72-83,5.0,16.0,Lowder,Jones,None,2:28,D,25574.0,.00,-2,,PIT,2024
"Sunday, Sep 22",PIT,@,CIN,W,2.0,0.0,9.0,73-83,5.0,16.0,Skenes,Greene,Chapman,2:25,D,34750.0,.00,1,,PIT,2024
"Tuesday, Sep 24",PIT,Home,MIL,L,2.0,7.0,9.0,73-84,5.0,17.0,Milner,Falter,None,2:41,N,14020.0,.00,-1,,PIT,2024
"Wednesday, Sep 25",PIT,Home,MIL,W,2.0,1.0,9.0,74-84,5.0,16.0,Ortiz,Peralta,Chapman,2:11,N,15965.0,.00,1,,PIT,2024
"Thursday, Sep 26",PIT,Home,MIL,L,2.0,5.0,9.0,74-85,5.0,17.0,Civale,Keller,Williams,2:52,D,16797.0,.00,-1,,PIT,2024
"Friday, Sep 27",PIT,@,NYY,W,4.0,2.0,9.0,75-85,5.0,17.0,Mlodzinski,Kahnle,Chapman,2:48,N,41778.0,.00,1,,PIT,2024
"Saturday, Sep 28",PIT,@,NYY,W,9.0,4.0,9.0,76-85,4.0,17.0,Burrows,Gil,Chapman,2:49,D,46069.0,.00,2,,PIT,2024
"Sunday, Sep 29",PIT,@,NYY,L,4.0,6.0,9.0,76-86,5.0,17.0,Weaver,Holderman,Holmes,2:55,D,44108.0,.00,-1,,PIT,2024
"Wednesday, Mar 20",SDP,Home,LAD,L,2.0,5.0,9.0,0-1,5.0,1.0,Hudson,Brito,Phillips,3:05,N,15952.0,1.01,-1,,SD,2024
"Thursday, Mar 21",SDP,@,LAD,W,15.0,11.0,9.0,1-1,1.0,Tied,King,Yamamoto,Suarez,3:42,N,15928.0,.94,1,,SD,2024
"Thursday, Mar 28",SDP,Home,SFG,W,6.0,4.0,9.0,2-1,1.0,Tied,Matsui,Jackson,Suarez,2:34,D,44953.0,.98,2,,SD,2024
"Friday, Mar 29",SDP,Home,SFG,L,3.0,8.0,9.0,2-2,3.0,1.0,Harrison,Musgrove,None,2:25,N,45427.0,1.00,-1,,SD,2024
"Saturday, Mar 30",SDP,Home,SFG,L,6.0,9.0,9.0,2-3,4.0,1.0,Hicks,Cease,None,3:04,D,37104.0,1.03,-2,,SD,2024
"Sunday, Mar 31",SDP,Home,SFG,W,13.0,4.0,9.0,3-3,3.0,1.0,Avila,Jefferies,None,2:43,D,34499.0,.96,1,,SD,2024
"Monday, Apr 1",SDP,Home,STL,L,2.0,6.0,9.0,3-4,3.0,2.0,Gibson,Waldron,None,2:45,N,37566.0,.94,-1,,SD,2024
"Tuesday, Apr 2",SDP,Home,STL,L,2.0,5.0,9.0,3-5,3.0,3.0,Mikolas,Darvish,Helsley,2:23,N,43076.0,.89,-2,,SD,2024
"Wednesday, Apr 3",SDP,Home,STL,W,3.0,2.0,9.0,4-5,3.0,3.0,Musgrove,Thompson,Suarez,2:47,D,38835.0,.83,1,,SD,2024
"Friday, Apr 5",SDP,@,SFG,L-wo,2.0,3.0,9.0,4-6,3.0,3.0,Doval,De Los Santos,None,2:25,D,40645.0,.96,-1,,SD,2024
"Saturday, Apr 6",SDP,@,SFG,W,4.0,0.0,9.0,5-6,2.0,3.0,King,Winn,None,2:10,N,40114.0,.91,1,,SD,2024
"Sunday, Apr 7",SDP,@,SFG,L,2.0,3.0,9.0,5-7,2.0,3.0,Walker,Brito,Doval,2:16,D,40149.0,.98,-1,,SD,2024
"Monday, Apr 8",SDP,Home,CHC,W,9.0,8.0,9.0,6-7,2.0,3.0,Peralta,Alzolay,Suarez,2:56,N,33864.0,.89,1,,SD,2024
"Tuesday, Apr 9",SDP,Home,CHC,L,1.0,5.0,9.0,6-8,2.0,4.0,Smyly,Musgrove,None,2:51,N,35171.0,.92,-1,,SD,2024
"Wednesday, Apr 10",SDP,Home,CHC,W,10.0,2.0,9.0,7-8,2.0,3.0,Cease,Hendricks,None,2:30,D,39048.0,.86,1,,SD,2024
"Friday, Apr 12",SDP,@,LAD,W,8.0,7.0,11.0,8-8,2.0,2.0,Suarez,Vesia,None,3:14,N,49606.0,1.03,2,,SD,2024
"Saturday, Apr 13",SDP,@,LAD,L,2.0,5.0,9.0,8-9,2.0,3.0,Stone,Cosgrove,Phillips,2:36,N,44582.0,1.07,-1,,SD,2024
"Sunday, Apr 14",SDP,@,LAD,W,6.0,3.0,9.0,9-9,2.0,2.0,Matsui,Feyereisen,Suarez,2:58,D,49432.0,1.02,1,,SD,2024
"Monday, Apr 15",SDP,@,MIL,W,7.0,3.0,9.0,10-9,2.0,1.0,Musgrove,Ross,Suarez,2:53,N,18396.0,.97,2,,SD,2024
"Tuesday, Apr 16",SDP,@,MIL,W,6.0,3.0,9.0,11-9,2.0,1.0,Cease,Miley,None,2:53,N,20034.0,1.06,3,,SD,2024
"Wednesday, Apr 17",SDP,@,MIL,L,0.0,1.0,9.0,11-10,2.0,1.0,Uribe,King,Payamps,2:04,D,24521.0,1.08,-1,,SD,2024
"Friday, Apr 19",SDP,Home,TOR,L,1.0,5.0,9.0,11-11,2.0,1.0,Francis,Waldron,None,2:57,N,44890.0,1.01,-2,,SD,2024
"Saturday, Apr 20",SDP,Home,TOR,L,2.0,5.0,9.0,11-12,2.0,1.0,Berríos,Vásquez,Romano,2:36,N,43273.0,.96,-3,,SD,2024
"Sunday, Apr 21",SDP,Home,TOR,W,6.0,3.0,9.0,12-12,2.0,1.0,Musgrove,Bassitt,Suarez,2:31,D,44527.0,.84,1,,SD,2024
"Monday, Apr 22",SDP,@,COL,W,3.0,1.0,9.0,13-12,2.0,0.5,Cease,Mears,Suarez,2:15,N,18515.0,.98,2,,SD,2024
"Tuesday, Apr 23",SDP,@,COL,L,4.0,7.0,9.0,13-13,2.0,1.5,Beeks,King,Lawrence,2:42,N,18822.0,1.08,-1,,SD,2024
"Wednesday, Apr 24",SDP,@,COL,W,5.0,2.0,9.0,14-13,2.0,1.5,Waldron,Blach,Suarez,2:18,N,19356.0,.98,1,,SD,2024
"Thursday, Apr 25",SDP,@,COL,L,9.0,10.0,9.0,14-14,2.0,2.5,Kinley,Peralta,Lawrence,3:06,D,27705.0,1.01,-1,,SD,2024
"Friday, Apr 26",SDP,Home,PHI,L,3.0,9.0,9.0,14-15,2.0,3.5,Nola,Musgrove,None,2:42,N,40763.0,.97,-2,,SD,2024
"Saturday, Apr 27",SDP,Home,PHI,L,1.0,5.0,9.0,14-16,2.0,4.5,Suárez,Cease,None,2:09,N,43018.0,.90,-3,,SD,2024
"Sunday, Apr 28",SDP,Home,PHI,L,6.0,8.0,9.0,14-17,3.0,4.5,Walker,King,Alvarado,2:36,D,42037.0,.85,-4,,SD,2024
"Monday, Apr 29",SDP,Home,CIN,L,2.0,5.0,9.0,14-18,3.0,5.5,Lodolo,Waldron,None,2:28,N,39158.0,.81,-5,,SD,2024
"Tuesday, Apr 30",SDP,Home,CIN,W,6.0,4.0,9.0,15-18,3.0,4.5,Darvish,Martinez,Suarez,2:41,N,36769.0,.75,1,,SD,2024
"Wednesday, May 1",SDP,Home,CIN,W,6.0,2.0,9.0,16-18,2.0,4.5,De Los Santos,Cruz,None,2:30,D,32993.0,.83,2,,SD,2024
"Friday, May 3",SDP,@,ARI,W,7.0,1.0,9.0,17-18,2.0,4.5,Cease,Cecconi,None,2:36,N,31976.0,.89,3,,SD,2024
"Saturday, May 4",SDP,@,ARI,W,13.0,1.0,9.0,18-18,2.0,4.5,King,Pfaadt,None,2:50,N,39661.0,.94,4,,SD,2024
"Sunday, May 5",SDP,@,ARI,L,4.0,11.0,9.0,18-19,2.0,5.5,Nelson,Waldron,None,2:39,D,30968.0,1.02,-1,,SD,2024
"Monday, May 6",SDP,@,CHC,W,6.0,3.0,9.0,19-19,2.0,5.5,Darvish,Lovelady,Suarez,3:01,N,35560.0,.96,1,,SD,2024
"Tuesday, May 7",SDP,@,CHC,L-wo,2.0,3.0,9.0,19-20,2.0,6.5,Neris,De Los Santos,None,2:31,N,38133.0,.98,-1,,SD,2024
"Wednesday, May 8",SDP,@,CHC,W,3.0,0.0,9.0,20-20,2.0,6.5,Cease,Wesneski,Suarez,2:29,D,30138.0,.92,1,,SD,2024
"Friday, May 10",SDP,Home,LAD,W-wo,2.0,1.0,9.0,21-20,2.0,5.5,Suarez,Grove,None,2:12,N,43388.0,1.08,2,,SD,2024
"Saturday, May 11",SDP,Home,LAD,L,0.0,5.0,9.0,21-21,2.0,6.5,Paxton,Waldron,None,2:36,N,46701.0,1.19,-1,,SD,2024
"Sunday, May 12",SDP,Home,LAD,W,4.0,0.0,9.0,22-21,2.0,5.5,Darvish,Buehler,None,2:35,D,43881.0,1.09,1,,SD,2024
"Monday, May 13",SDP,Home,COL,L,4.0,5.0,9.0,22-22,2.0,6.5,Hudson,Vásquez,Beeks,2:44,N,34458.0,1.02,-1,,SD,2024
"Tuesday, May 14",SDP,Home,COL,L,3.0,6.0,9.0,22-23,2.0,7.5,Quantrill,Cease,Kinley,2:39,N,40134.0,.92,-2,,SD,2024
"Wednesday, May 15",SDP,Home,COL,L,0.0,8.0,9.0,22-24,2.0,7.5,Gomber,King,None,2:26,D,33951.0,.87,-3,,SD,2024
"Friday, May 17",SDP,@,ATL,W,3.0,1.0,9.0,23-24,2.0,7.0,Waldron,Fried,Estrada,2:54,N,40186.0,.86,1,,SD,2024
"Sunday, May 19",SDP,@,ATL,W,9.0,1.0,9.0,24-24,2.0,7.5,Darvish,Elder,None,2:53,N,39203.0,.88,2,,SD,2024
"Monday, May 20 (1)",SDP,@,ATL,W,6.0,5.0,9.0,25-24,2.0,8.0,Brito,Jiménez,Suarez,2:43,D,35113.0,.99,3,,SD,2024
"Monday, May 20 (2)",SDP,@,ATL,L,0.0,3.0,9.0,25-25,2.0,8.0,Sale,Vásquez,Iglesias,2:18,N,34753.0,1.02,-1,,SD,2024
"Tuesday, May 21",SDP,@,CIN,L,0.0,2.0,9.0,25-26,2.0,8.0,Abbott,Musgrove,Díaz,2:18,N,18996.0,.90,-2,,SD,2024
"Wednesday, May 22",SDP,@,CIN,W,7.0,3.0,9.0,26-26,2.0,7.0,King,Martinez,None,2:11,N,14255.0,.91,1,,SD,2024
"Thursday, May 23",SDP,@,CIN,W,6.0,4.0,10.0,27-26,2.0,6.5,Estrada,Moll,Suarez,3:15,D,16479.0,.99,2,,SD,2024
"Friday, May 24",SDP,Home,NYY,L,0.0,8.0,9.0,27-27,2.0,6.5,Rodón,Darvish,None,2:31,N,43505.0,.94,-1,,SD,2024
"Saturday, May 25",SDP,Home,NYY,L,1.0,4.0,9.0,27-28,3.0,6.5,Stroman,Cease,Holmes,2:35,N,44845.0,.93,-2,,SD,2024
"Sunday, May 26",SDP,Home,NYY,W,5.0,2.0,9.0,28-28,2.0,5.5,Estrada,Schmidt,Suarez,2:56,D,45731.0,.86,1,,SD,2024
